Category,City,Country/Region,Customer Name,Manufacturer,Order Date,Order ID,Postal Code,Product Name,Region,Segment,Ship Date,Ship Mode,State/Province,Sub-Category,Discount,Profit,Quantity,Sales
Office Supplies,Jacksonville,United States,Nathan Cano,Staple remover,10/14/2021,US-2021-156503,28540,Staple remover,South,Consumer,10/20/2021,Standard Class,North Carolina,Supplies,0.2,1.4364,2,12.768
Office Supplies,Fayetteville,United States,Matt Collins,Belkin,12/3/2022,US-2022-149510,28314,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,South,Consumer,12/10/2022,Standard Class,North Carolina,Appliances,0.2,4.5216,3,45.216
Office Supplies,Wilmington,United States,Jack Lebron,Harmony,4/28/2022,US-2022-120894,28403,Harmony HEPA Quiet Air Purifiers,South,Consumer,5/2/2022,Standard Class,North Carolina,Appliances,0.2,5.265,3,28.08
Office Supplies,Jacksonville,United States,Emily Phan,Newell,12/31/2021,US-2021-165953,32216,Newell 345,South,Consumer,1/6/2022,Standard Class,Florida,Art,0.2,3.5712,3,47.616
Office Supplies,Smyrna,United States,Cynthia Arntzen,Prang,12/11/2021,US-2021-132857,37167,Prang Drawing Pencil Set,South,Consumer,12/17/2021,Standard Class,Tennessee,Art,0.2,1.668,3,6.672
Office Supplies,Thomasville,United States,Karl Braun,Other,9/6/2021,US-2021-133123,27360,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",South,Consumer,9/11/2021,Standard Class,North Carolina,Envelopes,0.2,29.985,3,95.952
Office Supplies,Johnson City,United States,Brosina Hoffman,Other,1/14/2022,US-2022-127306,37604,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",South,Consumer,1/18/2022,Standard Class,Tennessee,Envelopes,0.2,6.6468,3,18.336
Office Supplies,Concord,United States,Beth Paige,Avery,7/21/2021,US-2021-142895,28027,Avery 494,South,Consumer,7/26/2021,Standard Class,North Carolina,Labels,0.2,2.0358,3,6.264
Office Supplies,Hialeah,United States,Patrick O'Brill,Xerox,10/3/2022,US-2022-149853,33012,Xerox 208,South,Consumer,10/9/2022,Standard Class,Florida,Paper,0.2,5.4432,3,15.552
Office Supplies,Pembroke Pines,United States,Shahid Collister,Other,2/3/2022,US-2022-126354,33024,14-7/8 x 11 Blue Bar Computer Printout Paper,South,Consumer,2/8/2022,Standard Class,Florida,Paper,0.2,40.3536,3,115.296
Office Supplies,Pembroke Pines,United States,Nick Radford,Xerox,6/3/2022,US-2022-140872,33024,Xerox 206,South,Consumer,6/10/2022,Standard Class,Florida,Paper,0.2,5.4432,3,15.552
Office Supplies,Concord,United States,Andrew Allen,Xerox,4/15/2022,US-2022-114412,28027,Xerox 1967,South,Consumer,4/20/2022,Standard Class,North Carolina,Paper,0.2,5.4432,3,15.552
Office Supplies,Jacksonville,United States,Nathan Cano,Xerox,10/14/2021,US-2021-156503,28540,Xerox 1944,South,Consumer,10/20/2021,Standard Class,North Carolina,Paper,0.2,33.7212,3,93.024
Office Supplies,Monroe,United States,Jill Matthias,Other,9/8/2021,US-2021-155138,28110,Petty Cash Envelope,South,Consumer,9/12/2021,Standard Class,North Carolina,Paper,0.2,23.4552,3,64.704
Office Supplies,Knoxville,United States,Liz Preis,Xerox,9/5/2022,US-2022-102736,37918,Xerox 220,South,Consumer,9/9/2022,Standard Class,Tennessee,Paper,0.2,5.4432,3,15.552
Office Supplies,Hendersonville,United States,Darren Koutras,SAFCO,12/23/2022,US-2022-140627,37075,Safco Industrial Wire Shelving System,South,Consumer,12/27/2022,Standard Class,Tennessee,Storage,0.2,-54.588,3,218.352
Office Supplies,Jackson,United States,Jack Lebron,Other,12/22/2022,US-2022-150910,38301,Crate-A-Files,South,Consumer,12/28/2022,Standard Class,Tennessee,Storage,0.2,1.962,3,26.16
Office Supplies,Columbia,United States,Sean O'Donnell,Staple remover,9/9/2022,US-2022-147228,38401,Staple remover,South,Consumer,9/14/2022,Standard Class,Tennessee,Supplies,0.2,-1.9872,3,8.832
Office Supplies,Charlotte,United States,Joe Elijah,Zebra,9/2/2021,US-2021-106950,28205,Zebra Zazzle Fluorescent Highlighters,South,Consumer,9/6/2021,Standard Class,North Carolina,Art,0.2,3.4048,4,19.456
Office Supplies,Palm Coast,United States,Arthur Prichep,Other,9/3/2022,US-2022-146136,32137,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",South,Consumer,9/7/2022,Standard Class,Florida,Envelopes,0.2,8.8624,4,24.448
Office Supplies,Jacksonville,United States,Nathan Cano,Other,10/14/2021,US-2021-156503,28540,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",South,Consumer,10/20/2021,Standard Class,North Carolina,Envelopes,0.2,13.128,4,35.008
Office Supplies,Orlando,United States,Rick Hansen,Xerox,8/12/2022,US-2022-106537,32839,Xerox 2000,South,Consumer,8/17/2022,Standard Class,Florida,Paper,0.2,7.2576,4,20.736
Office Supplies,West Palm Beach,United States,Evan Henry,Other,12/30/2021,US-2021-160486,33407,Embossed Ink Jet Note Cards,South,Consumer,1/4/2022,Standard Class,Florida,Paper,0.2,25.2784,4,72.224
Office Supplies,Fayetteville,United States,Matt Collins,REDIFORM,12/3/2022,US-2022-149510,28314,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",South,Consumer,12/10/2022,Standard Class,North Carolina,Paper,0.2,8.8624,4,24.448
Office Supplies,Columbia,United States,Sean O'Donnell,Xerox,9/9/2022,US-2022-147228,38401,Xerox 1888,South,Consumer,9/14/2022,Standard Class,Tennessee,Paper,0.2,62.1376,4,177.536
Office Supplies,Hialeah,United States,Patrick O'Brill,Hoover,10/3/2022,US-2022-149853,33012,Hoover Portapower Portable Vacuum,South,Consumer,10/9/2022,Standard Class,Florida,Appliances,0.2,1.12,5,17.92
Office Supplies,Jackson,United States,Jack Lebron,Holmes,12/22/2022,US-2022-150910,38301,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",South,Consumer,12/28/2022,Standard Class,Tennessee,Appliances,0.2,16.291,5,59.24
Office Supplies,Asheville,United States,Speros Goranitis,Other,9/13/2022,US-2022-139493,28806,Fluorescent Highlighters by Dixon,South,Consumer,9/19/2022,Standard Class,North Carolina,Art,0.2,2.786,5,15.92
Office Supplies,Asheville,United States,Doug Bickford,Other,11/27/2022,US-2022-132185,28806,Pencil and Crayon Sharpener,South,Consumer,12/2/2022,Standard Class,North Carolina,Art,0.2,0.7665,5,8.76
Office Supplies,Knoxville,United States,Liz Preis,Other,9/5/2022,US-2022-102736,37918,Model L Table or Wall-Mount Pencil Sharpener,South,Consumer,9/9/2022,Standard Class,Tennessee,Art,0.2,7.196,5,71.96
Office Supplies,Memphis,United States,Dan Campbell,Other,8/13/2022,US-2022-128363,38109,Colored Envelopes,South,Consumer,8/18/2022,Standard Class,Tennessee,Envelopes,0.2,4.797,5,14.76
Office Supplies,Memphis,United States,Dan Campbell,Other,8/13/2022,US-2022-128363,38109,Staples,South,Consumer,8/18/2022,Standard Class,Tennessee,Fasteners,0.2,9.12,5,24.32
Office Supplies,Jacksonville,United States,Emily Phan,Things To Do,12/31/2021,US-2021-165953,32216,Things To Do Today Pad,South,Consumer,1/6/2022,Standard Class,Florida,Paper,0.2,8.218,5,23.48
Office Supplies,Tallahassee,United States,Larry Blacks,Xerox,11/12/2022,US-2022-154088,32303,Xerox 1968,South,Consumer,11/17/2022,Standard Class,Florida,Paper,0.2,9.352,5,26.72
Office Supplies,Charlotte,United States,Guy Armstrong,Xerox,8/25/2022,US-2022-114636,28205,Xerox 1910,South,Consumer,8/29/2022,Standard Class,North Carolina,Paper,0.2,67.256,5,192.16
Office Supplies,Lebanon,United States,Alan Barnes,Xerox,9/15/2022,US-2022-145737,37087,Xerox 1893,South,Consumer,9/20/2022,Standard Class,Tennessee,Paper,0.2,59.4355,5,163.96
Office Supplies,Charlotte,United States,Ritsa Hightower,Fellowes,7/29/2021,US-2021-164574,28205,Fellowes High-Stak Drawer Files,South,Consumer,8/3/2021,Standard Class,North Carolina,Storage,0.2,26.4285,5,704.76
Office Supplies,Charlotte,United States,Doug Bickford,Fellowes,10/8/2021,US-2021-135636,28205,Fellowes Econo/Stor Drawers,South,Consumer,10/13/2021,Standard Class,North Carolina,Storage,0.2,-67.851,5,387.72
Office Supplies,Memphis,United States,Jas O'Carroll,Carina,9/29/2022,US-2022-118402,38109,Carina Media Storage Towers in Natural & Black,South,Consumer,10/4/2022,Standard Class,Tennessee,Storage,0.2,-54.882,5,243.92
Office Supplies,Pembroke Pines,United States,Nick Radford,Eureka,6/3/2022,US-2022-140872,33024,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",South,Consumer,6/10/2022,Standard Class,Florida,Appliances,0.2,1.8354,7,24.472
Office Supplies,Memphis,United States,Dan Campbell,Belkin,8/13/2022,US-2022-128363,38109,Belkin Premiere Surge Master II 8-outlet surge protector,South,Consumer,8/18/2022,Standard Class,Tennessee,Appliances,0.2,30.605400000,7,272.048
Office Supplies,Hendersonville,United States,Darren Koutras,Other,12/23/2022,US-2022-140627,37075,Pencil and Crayon Sharpener,South,Consumer,12/27/2022,Standard Class,Tennessee,Art,0.2,1.0731,7,12.264
Office Supplies,Jackson,United States,Jack Lebron,Newell,12/22/2022,US-2022-150910,38301,Newell 325,South,Consumer,12/28/2022,Standard Class,Tennessee,Art,0.2,2.891,7,23.128
Office Supplies,Charlotte,United States,Clytie Kelty,Xerox,11/17/2022,US-2022-100902,28205,Xerox 1938,South,Consumer,11/21/2022,Standard Class,North Carolina,Paper,0.2,93.884,7,268.24
Office Supplies,Johnson City,United States,Brosina Hoffman,Xerox,1/14/2022,US-2022-127306,37604,Xerox 1931,South,Consumer,1/18/2022,Standard Class,Tennessee,Paper,0.2,12.7008,7,36.288
Office Supplies,Thomasville,United States,Cindy Stewart,Acme,11/13/2021,US-2021-121958,27360,Acme Forged Steel Scissors with Black Enamel Handles,South,Consumer,11/17/2021,Standard Class,North Carolina,Supplies,0.2,5.8653,7,52.136
Office Supplies,Burlington,United States,Henry MacAllister,Newell,4/11/2022,US-2022-130904,27217,Newell 321,South,Consumer,4/16/2022,Standard Class,North Carolina,Art,0.2,2.3616,8,20.992
Office Supplies,Charlotte,United States,Joe Elijah,Belkin,9/2/2021,US-2021-106950,28205,Belkin F9M820V08 8 Outlet Surge,South,Consumer,9/6/2021,Standard Class,North Carolina,Appliances,0.2,34.813800000,9,309.456
Office Supplies,Miami,United States,Dan Lawera,Avery,9/21/2022,US-2022-146878,33142,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",South,Consumer,9/27/2022,Standard Class,Florida,Binders,0.7,-8.6058,1,12.294
Office Supplies,Orlando,United States,Dave Kipp,Avery,11/3/2022,US-2022-100622,32839,Avery Self-Adhesive Photo Pockets for Polaroid Photos,South,Consumer,11/7/2022,Standard Class,Florida,Binders,0.7,-2.9964,2,4.086
Office Supplies,Pembroke Pines,United States,Shahid Collister,GBC,2/3/2022,US-2022-126354,33024,GBC Instant Report Kit,South,Consumer,2/8/2022,Standard Class,Florida,Binders,0.7,-2.588,2,3.882
Office Supplies,Thomasville,United States,Karl Braun,Pressboard,9/6/2021,US-2021-133123,27360,Pressboard Data Binders by Wilson Jones,South,Consumer,9/11/2021,Standard Class,North Carolina,Binders,0.7,-2.4564,2,3.204
Office Supplies,Chattanooga,United States,Christina Anderson,Storex,11/4/2022,US-2022-102610,37421,Storex Dura Pro Binders,South,Consumer,11/8/2022,Standard Class,Tennessee,Binders,0.7,-2.97,2,3.564
Office Supplies,Johnson City,United States,Brosina Hoffman,Avery,1/14/2022,US-2022-127306,37604,Avery Durable Slant Ring Binders With Label Holder,South,Consumer,1/18/2022,Standard Class,Tennessee,Binders,0.7,-1.8392,2,2.508
Office Supplies,Ormond Beach,United States,Thais Sissman,Other,1/7/2022,US-2022-168690,32174,Zipper Ring Binder Pockets,South,Consumer,1/13/2022,Standard Class,Florida,Binders,0.7,-1.9656,3,2.808
Office Supplies,Pembroke Pines,United States,Nick Radford,Wilson Jones,6/3/2022,US-2022-140872,33024,Wilson Jones Standard D-Ring Binders,South,Consumer,6/10/2022,Standard Class,Florida,Binders,0.7,-3.4914,3,4.554
Office Supplies,Charlotte,United States,Ritsa Hightower,Premier,7/29/2021,US-2021-164574,28205,"Premier Elliptical Ring Binder, Black",South,Consumer,8/3/2021,Standard Class,North Carolina,Binders,0.7,-20.0904,3,27.396
Office Supplies,Hickory,United States,Zuschuss Carroll,Acco,6/11/2022,US-2022-133928,28601,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",South,Consumer,6/17/2022,Standard Class,North Carolina,Binders,0.7,-3.81,4,4.572
Office Supplies,Tampa,United States,Emily Phan,Other,10/28/2021,US-2021-140641,33614,Canvas Sectional Post Binders,South,Consumer,11/2/2021,Standard Class,Florida,Binders,0.7,-26.733,5,38.19
Office Supplies,Charlotte,United States,Joe Elijah,GBC,9/2/2021,US-2021-106950,28205,GBC Plasticlear Binding Covers,South,Consumer,9/6/2021,Standard Class,North Carolina,Binders,0.7,-12.628,5,17.22
Office Supplies,Johnson City,United States,Brosina Hoffman,Ibico,1/14/2022,US-2022-127306,37604,Ibico Presentation Index for Binding Systems,South,Consumer,1/18/2022,Standard Class,Tennessee,Binders,0.7,-4.577,5,5.97
Office Supplies,Fayetteville,United States,Matt Collins,GBC,12/3/2022,US-2022-149510,28314,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",South,Consumer,12/10/2022,Standard Class,North Carolina,Binders,0.7,-21.1068,6,28.782
Office Supplies,Memphis,United States,Dan Campbell,GBC,8/13/2022,US-2022-128363,38109,GBC DocuBind TL300 Electric Binding System,South,Consumer,8/18/2022,Standard Class,Tennessee,Binders,0.7,-1237.8462,6,1614.582
Office Supplies,Charlotte,United States,Joe Elijah,Other,9/2/2021,US-2021-106950,28205,Heavy-Duty E-Z-D Binders,South,Consumer,9/6/2021,Standard Class,North Carolina,Binders,0.7,-17.5651,7,22.911
Office Supplies,Pembroke Pines,United States,Amy Cox,Acco,9/22/2021,US-2021-116232,33024,Acco Suede Grain Vinyl Round Ring Binder,South,Consumer,9/26/2021,Standard Class,Florida,Binders,0.7,-6.0048,9,7.506
Office Supplies,Los Angeles,United States,Guy Armstrong,Belkin,11/11/2022,US-2022-110842,90036,Belkin 6 Outlet Metallic Surge Strip,West,Consumer,11/16/2022,Standard Class,California,Appliances,0,2.8314,1,10.89
Office Supplies,Los Angeles,United States,Stuart Calhoun,Dixon,6/15/2022,US-2022-135167,90036,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",West,Consumer,6/20/2022,Standard Class,California,Art,0,1.7466,1,4.26
Office Supplies,Seattle,United States,Greg Tran,Other,12/6/2021,US-2021-169040,98105,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,West,Consumer,12/12/2021,Standard Class,Washington,Envelopes,0,16.1505,1,35.89
Office Supplies,Long Beach,United States,Dan Lawera,Avery,9/25/2021,US-2021-125402,90805,Avery 513,West,Consumer,10/1/2021,Standard Class,California,Labels,0,2.2908,1,4.98
Office Supplies,Roseville,United States,Lena Creighton,Xerox,10/13/2021,US-2021-145583,95661,Xerox 1880,West,Consumer,10/19/2021,Standard Class,California,Paper,0,16.6568,1,35.44
Office Supplies,San Diego,United States,Kelly Collister,Wirebound,9/11/2021,US-2021-145625,92037,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",West,Consumer,9/17/2021,Standard Class,California,Paper,0,3.5767,1,7.61
Office Supplies,San Francisco,United States,Kean Takahito,Xerox,12/4/2021,US-2021-112060,94109,Xerox 1915,West,Consumer,12/9/2021,Standard Class,California,Paper,0,50.328,1,104.85
Office Supplies,San Francisco,United States,Keith Herrera,Wirebound,12/8/2022,US-2022-117457,94110,"Wirebound Service Call Books, 5 1/2"" x 4""",West,Consumer,12/12/2022,Standard Class,California,Paper,0,4.6464,1,9.68
Office Supplies,San Francisco,United States,Keith Herrera,Xerox,12/8/2022,US-2022-117457,94110,Xerox 1908,West,Consumer,12/12/2022,Standard Class,California,Paper,0,27.4302,1,55.98
Office Supplies,Albuquerque,United States,Susan Vittorini,Xerox,12/28/2022,US-2022-122798,87105,Xerox 1953,West,Consumer,1/1/2023,Standard Class,New Mexico,Paper,0,1.926,1,4.28
Office Supplies,Sacramento,United States,Frank Olsen,Other,12/29/2021,US-2021-112578,95823,Project Tote Personal File,West,Consumer,1/2/2022,Standard Class,California,Storage,0,4.0687,1,14.03
Office Supplies,San Francisco,United States,Bradley Drucker,Sterilite,11/25/2022,US-2022-133312,94122,Sterilite Officeware Hinged File Box,West,Consumer,11/29/2022,Standard Class,California,Storage,0,2.8296,1,10.48
Office Supplies,Seattle,United States,Bill Donatelli,Other,6/10/2022,US-2022-158071,98103,Personal File Boxes with Fold-Down Carry Handle,West,Consumer,6/15/2022,Standard Class,Washington,Storage,0,3.895,1,15.58
Office Supplies,San Francisco,United States,Vivek Gonzalez,Acme,1/29/2022,US-2022-139304,94109,Acme Office Executive Series Stainless Steel Trimmers,West,Consumer,2/2/2022,Standard Class,California,Supplies,0,2.2282,1,8.57
Office Supplies,Los Angeles,United States,Maribeth Schnelling,Belkin,11/26/2021,US-2021-107104,90045,Belkin F9S820V06 8 Outlet Surge,West,Consumer,11/30/2021,Standard Class,California,Appliances,0,19.488,2,64.96
Office Supplies,Los Angeles,United States,Xylona Preis,Holmes,11/3/2021,US-2021-109365,90049,Holmes 99% HEPA Air Purifier,West,Consumer,11/8/2021,Standard Class,California,Appliances,0,14.2956,2,43.32
Office Supplies,San Francisco,United States,Rick Duston,Belkin,9/15/2022,US-2022-116652,94122,Belkin 5 Outlet SurgeMaster Power Centers,West,Consumer,9/19/2022,Standard Class,California,Appliances,0,30.5088,2,108.96
Office Supplies,San Francisco,United States,Bruce Stewart,Other,9/23/2022,US-2022-123778,94122,APC 7 Outlet Network SurgeArrest Surge Protector,West,Consumer,9/30/2022,Standard Class,California,Appliances,0,48.288,2,160.96
Office Supplies,Seattle,United States,Annie Thurman,Belkin,5/19/2022,US-2022-153787,98115,Belkin Premiere Surge Master II 8-outlet surge protector,West,Consumer,5/23/2022,Standard Class,Washington,Appliances,0,28.1764,2,97.16
Office Supplies,Anaheim,United States,Alan Hwang,Newell,3/8/2022,US-2022-104080,92804,Newell 323,West,Consumer,3/15/2022,Standard Class,California,Art,0,0.8736,2,3.36
Office Supplies,Long Beach,United States,Dan Lawera,Newell,9/25/2021,US-2021-125402,90805,Newell 346,West,Consumer,10/1/2021,Standard Class,California,Art,0,1.6704,2,5.76
Office Supplies,Los Angeles,United States,Zuschuss Carroll,Sanford,11/6/2022,US-2022-100013,90045,SANFORD Liquid Accent Tank-Style Highlighters,West,Consumer,11/11/2022,Standard Class,California,Art,0,1.7608,2,5.68
Office Supplies,Los Angeles,United States,Bradley Nguyen,Newell,12/21/2022,US-2022-163405,90049,Newell 317,West,Consumer,12/25/2022,Standard Class,California,Art,0,1.7052,2,5.88
Office Supplies,San Francisco,United States,Tracy Zic,Dixon,11/25/2022,US-2022-101665,94122,DIXON Oriole Pencils,West,Consumer,12/1/2022,Standard Class,California,Art,0,1.3416,2,5.16
Office Supplies,Visalia,United States,Liz Preis,Other,9/8/2021,US-2021-103709,93277,"Eberhard Faber 3 1/2"" Golf Pencils",West,Consumer,9/15/2021,Standard Class,California,Art,0,3.72,2,14.88
Office Supplies,Los Angeles,United States,Zuschuss Carroll,Other,11/6/2022,US-2022-100013,90045,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",West,Consumer,11/11/2022,Standard Class,California,Envelopes,0,7.4872,2,15.28
Office Supplies,San Francisco,United States,Darren Koutras,Peel & Seel,5/5/2022,US-2022-141943,94122,"Peel & Seel Recycled Catalog Envelopes, Brown",West,Consumer,5/9/2022,Standard Class,California,Envelopes,0,11.58,2,23.16
Office Supplies,Roseville,United States,Lena Creighton,Other,10/13/2021,US-2021-145583,95661,Ideal Clamps,West,Consumer,10/19/2021,Standard Class,California,Fasteners,0,1.9698,2,4.02
Office Supplies,San Luis Obispo,United States,Susan Pistek,Other,10/30/2021,US-2021-105291,93405,Assorted Color Push Pins,West,Consumer,11/4/2021,Standard Class,California,Fasteners,0,1.1946,2,3.62
Office Supplies,Long Beach,United States,Dan Lawera,Other,9/25/2021,US-2021-125402,90805,Alphabetical Labels for Top Tab Filing,West,Consumer,10/1/2021,Standard Class,California,Labels,0,14.8,2,29.6
