Category;City;Country/Region;Customer Name;Manufacturer;Order Date;Order ID;Postal Code;Product Name;Region;Segment;Ship Date;Ship Mode;State;Sub-Category;Discount;Profit;Quantity;Sales
Technology;Columbus;United States;Susan Pistek;OtterBox;16.03.2021;CA-2021-161172;43229;OtterBox Defender Series Case - iPhone 5c;East;Consumer;16.03.2021;Same Day;Ohio;Phones;0,4;-7,396;2;44,376
Technology;Marion;United States;Dennis Kane;Polycom;6.12.2019;CA-2019-131884;43302;Polycom SoundStation2 EX Conference phone;East;Consumer;6.12.2019;Same Day;Ohio;Phones;0,4;-89,089000000;2;485,94
Technology;Columbus;United States;Richard Bierner;Hewlett-Packard;10.10.2018;US-2018-105137;43229;Hewlett-Packard Deskjet F4180 All-in-One Color Ink-jet - Printer / copier / scanner;East;Consumer;10.10.2018;Same Day;Ohio;Machines;0,7;-71,3958;2;101,994
Technology;Huntsville;United States;Rob Haberlin;HP;14.07.2020;CA-2020-101378;35810;HP Standard 104 key PS/2 Keyboard;South;Consumer;14.07.2020;Same Day;Alabama;Accessories;0;7,25;2;29
Technology;Kenner;United States;Hunter Glantz;Sony;13.08.2020;US-2020-156692;70065;Sony 64GB Class 10 Micro SDHC R40 Memory Card;South;Consumer;13.08.2020;Same Day;Louisiana;Accessories;0;15,1158;2;71,98
Technology;Springfield;United States;Christina Anderson;Micro Innovations;7.02.2020;CA-2020-106894;22153;Micro Innovations USB RF Wireless Keyboard with Mouse;South;Consumer;7.02.2020;Same Day;Virginia;Accessories;0;21;4;100
Technology;Hickory;United States;Dean Braden;AT&T;30.11.2020;US-2020-134761;28601;AT&T 17929 Lendline Telephone;South;Consumer;30.11.2020;Same Day;North Carolina;Phones;0,2;2,7144;1;36,192
Technology;Lakeland;United States;Ralph Arnett;Other;23.10.2019;CA-2019-155068;33801;"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black";South;Consumer;23.10.2019;Same Day;Florida;Phones;0,2;1,0346;2;11,824
Technology;Charlotte;United States;Jack Garza;Maxell;8.10.2018;CA-2018-142951;28205;Maxell 74 Minute CDR, 10/Pack;South;Consumer;8.10.2018;Same Day;North Carolina;Accessories;0,2;4,9878;3;23,472
Technology;Charlotte;United States;Mick Brown;GE;6.05.2021;CA-2021-144498;28205;GE 30524EE4;South;Consumer;6.05.2021;Same Day;North Carolina;Phones;0,2;70,556400000;4;627,168
Technology;Jacksonville;United States;Zuschuss Donatelli;Jabra;8.07.2020;CA-2020-152471;32216;Jabra SPEAK 410 Multidevice Speakerphone;South;Consumer;8.07.2020;Same Day;Florida;Phones;0,2;51,4975;5;823,96
Technology;Plantation;United States;Debra Catini;Logitech;22.03.2019;CA-2019-117884;33317;Logitech G602 Wireless Gaming Mouse;South;Consumer;22.03.2019;Same Day;Florida;Accessories;0,2;89,5888;7;447,944
Technology;Lakeland;United States;Ralph Arnett;Other;23.10.2019;CA-2019-155068;33801;Mediabridge Sport Armband iPhone 5s;South;Consumer;23.10.2019;Same Day;Florida;Phones;0,2;-13,2867;7;55,944
Technology;Raleigh;United States;Mike Vittorini;Jabra;1.12.2020;CA-2020-127698;27604;Jabra Supreme Plus Driver Edition Headset;South;Consumer;1.12.2020;Same Day;North Carolina;Phones;0,2;86,3928;9;863,928
Technology;San Francisco;United States;Sonia Sunley;Razer;24.10.2020;CA-2020-166275;94109;Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset;West;Consumer;24.10.2020;Same Day;California;Accessories;0;85,9957;1;199,99
Technology;Seattle;United States;Resi Pölking;Logitech;13.09.2018;CA-2018-142769;98103;Logitech Wireless Performance Mouse MX for PC and Mac;West;Consumer;13.09.2018;Same Day;Washington;Accessories;0;75,9924;2;199,98
Technology;Seattle;United States;Resi Pölking;WD My Passport;13.09.2018;CA-2018-142769;98103;WD My Passport Ultra 500GB Portable External Hard Drive;West;Consumer;13.09.2018;Same Day;Washington;Accessories;0;20,06;2;118
Technology;San Francisco;United States;Lynn Smith;Logitech;16.10.2018;US-2018-109456;94110;Logitech Illuminated - Keyboard;West;Consumer;17.10.2018;Same Day;California;Accessories;0;86,3856;3;179,97
Technology;Anaheim;United States;William Brown;Microsoft;11.12.2020;CA-2020-165330;92804;Microsoft Natural Ergonomic Keyboard 4000;West;Consumer;11.12.2020;Same Day;California;Accessories;0;25,1916;4;119,96
Technology;Seattle;United States;Resi Pölking;Memorex;13.09.2018;CA-2018-142769;98103;Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive;West;Consumer;13.09.2018;Same Day;Washington;Accessories;0;60,8832;4;144,96
Technology;Spokane;United States;Jennifer Ferguson;SanDisk;5.04.2019;CA-2019-102855;99207;SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card;West;Consumer;6.04.2019;Same Day;Washington;Accessories;0;26,3934;6;239,94
Technology;Seattle;United States;Kelly Collister;Logitech;2.11.2019;CA-2019-125416;98115;Logitech K350 2.4Ghz Wireless Keyboard;West;Consumer;2.11.2019;Same Day;Washington;Accessories;0;49,2723;9;447,93
Technology;Los Angeles;United States;Tom Boeckenhauer;AT&T;30.03.2021;US-2021-120147;90036;AT&T CL83451 4-Handset Telephone;West;Consumer;30.03.2021;Same Day;California;Phones;0,2;18,5391;1;164,792
Technology;Redlands;United States;Sandra Glassco;Polycom;31.10.2019;CA-2019-164882;92374;Polycom SoundStation2 EX Conference phone;West;Consumer;31.10.2019;Same Day;California;Phones;0,2;145,782;4;1295,84
Technology;San Francisco;United States;Ionia McGrath;Canon;4.09.2020;CA-2020-129630;94122;Canon PC1060 Personal Laser Copier;West;Consumer;4.09.2020;Same Day;California;Copiers;0,2;944,9865;5;2799,96
Technology;Seattle;United States;Jennifer Ferguson;iOttie;11.09.2021;US-2021-142188;98105;iOttie XL Car Mount;West;Consumer;11.09.2021;Same Day;Washington;Phones;0,2;-17,991;5;79,96
Technology;Thornton;United States;Toby Carlisle;Logitech;20.12.2018;CA-2018-140816;80229;Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology;West;Consumer;20.12.2018;Same Day;Colorado;Accessories;0,2;89,5888;7;447,944
Technology;Murray;United States;Sarah Foster;Other;21.07.2021;US-2021-158505;84107;PayAnywhere Card Reader;West;Consumer;21.07.2021;Same Day;Utah;Phones;0,2;6,2937;9;71,928
Technology;Lawrence;United States;Denise Leinenbach;Other;21.11.2019;CA-2019-109337;46226;Ricoh - Ink Collector Unit for GX3000 Series Printers;Central;Consumer;23.11.2019;Second Class;Indiana;Machines;0;22,653;2;83,9
Technology;Lawrence;United States;Denise Leinenbach;Imation;21.11.2019;CA-2019-109337;46226;Imation Bio 2GB USB Flash Drive Imation Corp;Central;Consumer;23.11.2019;Second Class;Indiana;Accessories;0;165,2868;3;393,54
Technology;Bloomington;United States;Craig Carreira;Plantronics;3.03.2020;CA-2020-167759;47401;Plantronics Encore H101 Dual Earpieces Headset;Central;Consumer;8.03.2020;Second Class;Indiana;Phones;0;37,758;3;134,85
Technology;Noblesville;United States;Daniel Lacy;AT&T;12.10.2019;CA-2019-134747;46060;AT&T 17929 Lendline Telephone;Central;Consumer;17.10.2019;Second Class;Indiana;Phones;0;35,2872;3;135,72
Technology;Tulsa;United States;Tom Boeckenhauer;Plantronics;7.09.2018;CA-2018-131002;74133;Plantronics Cordless Phone Headset with In-line Volume - M214C;Central;Consumer;12.09.2018;Second Class;Oklahoma;Phones;0;28,3095;3;104,85
Technology;Noblesville;United States;Daniel Lacy;Samsung;12.10.2019;CA-2019-134747;46060;Samsung Rugby III;Central;Consumer;17.10.2019;Second Class;Indiana;Phones;0;71,2692;4;263,96
Technology;Elkhart;United States;Lena Hernandez;Memorex;23.07.2021;US-2021-169320;46514;Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack;Central;Consumer;25.07.2021;Second Class;Indiana;Accessories;0;11,1825;5;159,75
Technology;South Bend;United States;Ralph Kennedy;Imation;20.07.2019;CA-2019-160472;46614;Imation Bio 8GB USB Flash Drive Imation Corp;Central;Consumer;25.07.2019;Second Class;Indiana;Accessories;0;124,68;5;831,2
Technology;Springfield;United States;Robert Waldorf;Logitech;10.09.2021;CA-2021-110905;65807;Logitech G105 Gaming Keyboard;Central;Consumer;15.09.2021;Second Class;Missouri;Accessories;0;53,433;5;296,85
Technology;Lawrence;United States;Sean Christensen;Other;23.04.2021;CA-2021-146360;46226;TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem;Central;Consumer;25.04.2021;Second Class;Indiana;Accessories;0;55,9224;6;155,34
Technology;Detroit;United States;Dean Braden;Maxell;9.12.2021;CA-2021-109960;48234;Maxell Pro 80 Minute CD-R, 10/Pack;Central;Consumer;11.12.2021;Second Class;Michigan;Accessories;0;41,952;6;104,88
Technology;Springfield;United States;Robert Waldorf;Imation;10.09.2021;CA-2021-110905;65807;Imation Clip USB flash drive - 8 GB;Central;Consumer;15.09.2021;Second Class;Missouri;Accessories;0;6,768;6;112,8
Technology;Saint Louis;United States;Richard Bierner;Memorex;24.11.2018;CA-2018-167360;63116;Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive;Central;Consumer;29.11.2018;Second Class;Missouri;Accessories;0;43,5981;7;111,79
Technology;Tulsa;United States;Alex Grayson;Sony;3.08.2020;CA-2020-104150;74133;Sony Micro Vault Click 4 GB USB 2.0 Flash Drive;Central;Consumer;5.08.2020;Second Class;Oklahoma;Accessories;0;23,4192;12;167,28
Technology;Dallas;United States;Neola Schneider;Logitech;24.11.2020;CA-2020-128531;75217;Logitech G105 Gaming Keyboard;Central;Consumer;26.11.2020;Second Class;Texas;Accessories;0,2;-2,3748;2;94,992
Technology;Houston;United States;Keith Herrera;Imation;28.10.2021;CA-2021-111262;77095;Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive;Central;Consumer;1.11.2021;Second Class;Texas;Accessories;0,2;-2,7;2;24
Technology;Houston;United States;Keith Herrera;Logitech;28.10.2021;CA-2021-111262;77095;Logitech Desktop MK120 Mouse and keyboard Combo;Central;Consumer;1.11.2021;Second Class;Texas;Accessories;0,2;-3,272;2;26,176
Technology;Chicago;United States;Rob Lucas;Other;12.07.2019;CA-2019-126557;60610;Geemarc AmpliPOWER60;Central;Consumer;17.07.2019;Second Class;Illinois;Phones;0,2;16,704;2;148,48
Technology;Chicago;United States;Christina VanderZanden;Logitech;2.09.2018;CA-2018-151792;60653;Logitech Wireless Performance Mouse MX for PC and Mac;Central;Consumer;7.09.2018;Second Class;Illinois;Accessories;0,2;53,9946;3;239,976
Technology;Beaumont;United States;Tracy Blumstein;Other;17.10.2018;CA-2018-124394;77705;Case Logic 2.4GHz Wireless Keyboard;Central;Consumer;22.10.2018;Second Class;Texas;Accessories;0,2;-17,9964;3;119,976
Technology;Dallas;United States;Neola Schneider;Logitech;24.11.2020;CA-2020-128531;75217;Logitech G19 Programmable Gaming Keyboard;Central;Consumer;26.11.2020;Second Class;Texas;Accessories;0,2;-7,439400000;3;297,576
Technology;Dallas;United States;Susan Vittorini;SanDisk;18.07.2020;CA-2020-124681;75217;SanDisk Cruzer 4 GB USB Flash Drive;Central;Consumer;23.07.2020;Second Class;Texas;Accessories;0,2;3,3099;3;15,576
Technology;Chicago;United States;Roland Fjeld;Polycom;28.06.2020;CA-2020-110044;60610;Polycom CX300 Desktop Phone USB VoIP phone;Central;Consumer;2.07.2020;Second Class;Illinois;Phones;0,2;35,9976;3;359,976
Technology;Glenview;United States;Patrick Ryan;Samsung;19.12.2019;US-2019-110261;60025;Samsung Rugby III;Central;Consumer;23.12.2019;Second Class;Illinois;Phones;0,2;13,8579;3;158,376
Technology;Chicago;United States;Max Engle;Verbatim;12.07.2018;CA-2018-124807;60610;Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack;Central;Consumer;15.07.2018;Second Class;Illinois;Accessories;0,2;3,278;4;23,84
Technology;Beaumont;United States;Sean Christensen;Razer;16.12.2018;CA-2018-113257;77705;Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset;Central;Consumer;18.12.2018;Second Class;Texas;Accessories;0,2;95,9904;4;319,968
Technology;Chicago;United States;Rob Lucas;GE;12.07.2019;CA-2019-126557;60610;GE 2-Jack Phone Line Splitter;Central;Consumer;17.07.2019;Second Class;Illinois;Phones;0,2;49,4376;4;659,168
Technology;Naperville;United States;Emily Grady;Logitech;17.11.2021;CA-2021-141719;60540;Logitech Illuminated - Keyboard;Central;Consumer;21.11.2021;Second Class;Illinois;Accessories;0,2;83,986;5;239,96
Technology;Dallas;United States;Amy Hunt;Enermax;3.01.2019;CA-2019-141243;75217;Enermax Acrylux Wireless Keyboard;Central;Consumer;8.01.2019;Second Class;Texas;Accessories;0,2;84,66;5;398,4
Technology;Houston;United States;Kean Thornton;Polycom;10.09.2020;CA-2020-146206;77095;Polycom VVX 310 VoIP phone;Central;Consumer;14.09.2020;Second Class;Texas;Phones;0,2;53,997;5;719,96
Technology;San Antonio;United States;Darrin Martin;Jabra;23.10.2021;US-2021-105389;78207;Jabra SPEAK 410 Multidevice Speakerphone;Central;Consumer;28.10.2021;Second Class;Texas;Phones;0,2;51,4975;5;823,96
Technology;Decatur;United States;Jill Fjeld;Logitech;9.02.2019;US-2019-153374;62521;Logitech Wireless Headset h800;Central;Consumer;13.02.2019;Second Class;Illinois;Accessories;0,2;89,991;6;479,952
Technology;Carrollton;United States;Chris McAfee;Logitech;12.08.2020;CA-2020-155845;75007;Logitech diNovo Edge Keyboard;Central;Consumer;15.08.2020;Second Class;Texas;Accessories;0,2;52,4979;7;1399,944
Technology;Chicago;United States;Rob Lucas;Other;12.07.2019;CA-2019-126557;60610;Vtech CS6719;Central;Consumer;17.07.2019;Second Class;Illinois;Phones;0,2;53,7544;7;537,544
Technology;Houston;United States;Bryan Mills;Other;14.07.2020;CA-2020-101966;77036;Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with;Central;Consumer;16.07.2020;Second Class;Texas;Phones;0,2;52,493;7;419,944
Technology;San Antonio;United States;Pamela Stobb;Other;26.05.2019;CA-2019-143147;78207;StarTech.com 10/100 VDSL2 Ethernet Extender Kit;Central;Consumer;28.05.2019;Second Class;Texas;Machines;0,4;-79,908;2;399,54
Technology;Rochester;United States;Shahid Hopkins;Memorex;11.10.2019;CA-2019-112053;14609;Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack;East;Consumer;13.10.2019;Second Class;New York;Accessories;0;2,2365;1;31,95
Technology;Everett;United States;Carl Ludwig;GE;15.09.2021;CA-2021-121888;02149;GE DSL Phone Line Filter;East;Consumer;17.09.2021;Second Class;Massachusetts;Phones;0;11,5971;1;39,99
Technology;New York City;United States;Pauline Johnson;Plantronics;18.07.2019;CA-2019-122973;10024;Plantronics CS 50-USB - headset - Convertible, Monaural;East;Consumer;20.07.2019;Second Class;New York;Phones;0;36,7173;1;135,99
Technology;New York City;United States;Michelle Moray;Sony;15.07.2021;CA-2021-164378;10024;Sony 32GB Class 10 Micro SDHC R40 Memory Card;East;Consumer;18.07.2021;Second Class;New York;Accessories;0;8,799;2;41,9
Technology;New York City;United States;Mary O'Rourke;Maxell;6.09.2020;CA-2020-102981;10035;Maxell 4.7GB DVD+RW 3/Pack;East;Consumer;9.09.2020;Second Class;New York;Accessories;0;11,151;2;31,86
Technology;Oceanside;United States;Dianna Vittorini;Other;9.11.2019;CA-2019-146486;11572;AmazonBasics 3-Button USB Wired Mouse;East;Consumer;14.11.2019;Second Class;New York;Accessories;0;6,0114;2;13,98
Technology;Wilmington;United States;Pierre Wener;Nortel;23.11.2019;CA-2019-144274;19805;Nortel Meridian M3904 Professional Digital phone;East;Consumer;25.11.2019;Second Class;Delaware;Phones;0;89,3142;2;307,98
Technology;New York City;United States;Christina DeMoss;Anker;5.11.2021;CA-2021-102925;10024;Anker Astro 15000mAh USB Portable Charger;East;Consumer;10.11.2021;Second Class;New York;Phones;0;3,999200000;2;99,98
Technology;New York City;United States;Jennifer Jackson;Nortel;28.09.2019;CA-2019-120915;10035;Nortel Meridian M3904 Professional Digital phone;East;Consumer;3.10.2019;Second Class;New York;Phones;0;89,3142;2;307,98
Technology;New York City;United States;Denny Blanton;SanDisk;17.03.2021;CA-2021-140949;10011;SanDisk Cruzer 32 GB USB Flash Drive;East;Consumer;22.03.2021;Second Class;New York;Accessories;0;18,2592;3;57,06
Technology;New York City;United States;Erica Smith;Razer;11.06.2020;CA-2020-127775;10035;Razer Kraken PRO Over Ear PC and Music Headset;East;Consumer;13.06.2020;Second Class;New York;Accessories;0;71,991;3;239,97
Technology;Yonkers;United States;Aimee Bixby;Logitech;5.03.2018;CA-2018-169061;10701;Logitech Wireless Gaming Headset G930;East;Consumer;8.03.2018;Second Class;New York;Accessories;0;177,5889;3;479,97
Technology;Franklin;United States;Eva Jacobs;Other;1.12.2020;CA-2020-142594;02038;Jensen SMPS-640 - speaker phone;East;Consumer;6.12.2020;Second Class;Massachusetts;Phones;0;35,8644;3;137,94
Technology;Quincy;United States;Ted Butterfield;Other;27.08.2020;CA-2020-145982;02169;PureGear Roll-On Screen Protector;East;Consumer;1.09.2020;Second Class;Massachusetts;Phones;0;28,7856;3;59,97
Technology;New York City;United States;Chad McGuire;Polycom;31.03.2021;CA-2021-100524;10011;Polycom SoundPoint IP 450 VoIP phone;East;Consumer;2.04.2021;Second Class;New York;Phones;0;176,1708;3;677,58
Technology;New York City;United States;Tim Brockman;Jawbone;9.10.2019;CA-2019-141040;10024;Jawbone JAMBOX Wireless Bluetooth Speaker;East;Consumer;13.10.2019;Second Class;New York;Phones;0;303,3408;4;631,96
Technology;Vineland;United States;Cynthia Arntzen;Maxell;12.05.2021;CA-2021-122175;08360;Maxell Pro 80 Minute CD-R, 10/Pack;East;Consumer;14.05.2021;Second Class;New Jersey;Accessories;0;34,96;5;87,4
Technology;Oceanside;United States;Dianna Vittorini;Logitech;9.11.2019;CA-2019-146486;11572;Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black);East;Consumer;14.11.2019;Second Class;New York;Accessories;0;53,997;5;899,95
Technology;Long Beach;United States;Pauline Johnson;Other;20.07.2020;CA-2020-137939;11561;invisibleSHIELD by ZAGG Smudge-Free Screen Protector;East;Consumer;23.07.2020;Second Class;New York;Phones;0;43,176;5;89,95
Technology;New York City;United States;Michael Nguyen;Plantronics;26.11.2021;CA-2021-100097;10009;Plantronics Calisto P620-M USB Wireless Speakerphone System;East;Consumer;29.11.2021;Second Class;New York;Phones;0;264,5865;5;979,95
Technology;New York City;United States;Maribeth Schnelling;Other;4.12.2019;CA-2019-130659;10035;Wilson SignalBoost 841262 DB PRO Amplifier Kit;East;Consumer;9.12.2019;Second Class;New York;Phones;0;539,925;5;1799,75
Technology;New York City;United States;Joy Daniels;SanDisk;11.07.2021;CA-2021-156818;10009;SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card;East;Consumer;13.07.2021;Second Class;New York;Accessories;0;17,238;6;132,6
Technology;New York City;United States;Denny Blanton;Cisco;17.03.2021;CA-2021-140949;10011;Cisco SPA525G2 IP Phone - Wireless;East;Consumer;22.03.2021;Second Class;New York;Phones;0;31,122;6;119,7
Technology;Fairfield;United States;Maris LaWare;Polycom;14.11.2018;CA-2018-125556;06824;Polycom SoundPoint Pro SE-225 Corded phone;East;Consumer;16.11.2018;Second Class;Connecticut;Phones;0;233,2204;7;832,93
Technology;New York City;United States;Denny Blanton;Kingston;17.03.2021;CA-2021-140949;10011;Kingston Digital DataTraveler 16GB USB 2.0;East;Consumer;22.03.2021;Second Class;New York;Accessories;0;13,604;8;71,6
Technology;New York City;United States;Logan Currie;WD My Passport;22.09.2021;CA-2021-162789;10035;WD My Passport Ultra 2TB Portable External Hard Drive;East;Consumer;24.09.2021;Second Class;New York;Accessories;0;171,36;9;1071
Technology;New York City;United States;Giulietta Weimer;Other;19.09.2019;CA-2019-135489;10024;PureGear Roll-On Screen Protector;East;Consumer;22.09.2019;Second Class;New York;Phones;0;134,3328;14;279,86
